locationId,providerId,locationName,registrationStatus,registrationDate,addressLine1,town,postcode,region,localAuthority,constituency,latitude,longitude,phoneNumber,regulatedActivities,gacServiceTypes,overallRating,overallRatingDate,numberOfBeds,website
1-5514374503,1-5204157850,Folkestone Home Care,Registered,20/09/2018,"Unit 11, The Glenmore Centre",Folkestone,CT19 4RJ,South East,Kent,Folkestone and Hythe,51.0924318,1.149598,1303394100,Personal care,Homecare agencies,Good,07/11/2019,0,www.folkestonehomecare.co.uk
1-5522447704,1-5315054412,Clarity Homecare Ashford,Registered,15/08/2018,"Bizspace, The Cobalt Building",Ashford,TN25 4BF,South East,Kent,Ashford,51.1705152,0.867386,1233510107,Personal care,Homecare agencies; Supported living,Good,10/11/2022,0,
1-5559102802,1-4806662779,Fam Daily Care Ltd,Registered,01/08/2018,Regus House 340,Dartford,DA2 6QD,South East,Kent,Dartford,51.4556549,0.2488126,,Personal care,Homecare agencies; Supported living,,,0,
1-556140145,1-101722983,Star Care Lodge,Registered,16/01/2013,15-17 Park Avenue,Gillingham,ME7 4AS,South East,Medway,Gillingham and Rainham,51.3767361,0.5563021,1634575521,Personal care; Accommodation for persons who require nursing or personal care,Residential homes; Supported living,Good,01/04/2020,13,
1-5612614740,1-5353532850,Ashford Personnel and Solutions Limited,Registered,29/08/2018,First Floor (Left),Ashford,TN23 7TS,South East,Kent,Ashford,51.1382692,0.8711723,1233877400,Personal care,Homecare agencies; Supported living,Good,01/12/2021,0,www.ashfordpersonnelandsolutions.com
1-5617750075,1-5488264526,Haven247 Healthcare Limited,Registered,28/09/2018,Unit 37 City Arms House,Dartford,DA2 6BH,South East,Kent,Dartford,51.4437883,0.2468004,7810597041,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,Good,30/07/2021,0,www.haven247healthcare.com
1-5678985497,1-139035676,Kent SCP (Bowles Lodge),Registered,29/08/2018,Bowles Lodge,Cranbrook,TN18 4HT,South East,Kent,Tunbridge Wells,51.046133,0.514341,1580755819,Personal care,Homecare agencies; Supported housing,Good,12/10/2019,0,www.kentscp.com
1-5684305301,1-101671690,Helping Hands Dartford,Registered,30/08/2018,7 Copperfields,Dartford,DA1 2DE,South East,Kent,Dartford,51.445181,0.2161184,1322921343,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,Good,07/09/2019,0,www.helpinghands.co.uk
1-569529381,1-101641620,Age UK Maidstone,Registered,01/02/2013,7 Mill Street,Maidstone,ME15 6XW,South East,Kent,Maidstone and Malling,51.2725467,0.5209784,1622753618,Personal care,Homecare agencies,Good,06/09/2017,0,www.ageuk.org.uk/maidstone
1-5740972948,1-5056410146,Connect and Care,Registered,14/09/2018,6-8 Lordswood Industrial Estate,Chatham,ME5 8UD,South East,Medway,Chatham and Aylesford,51.3295349,0.5422419,7305958649,Personal care,Homecare agencies,Good,18/09/2019,0,
1-5763433659,1-5608664448,Right at Home Medway,Registered,17/10/2018,145 Watling Street,Gillingham,ME7 2YY,South East,Medway,Gillingham and Rainham,51.3720821,0.5602675,1634979000,Personal care,Homecare agencies,Good,20/11/2019,0,www.rightathome.com
1-5792128316,1-5769529014,Baines Care Ltd,Registered,16/11/2018,8 Jenkins Dale,Chatham,ME4 5RB,South East,Medway,Chatham and Aylesford,51.3771465,0.5262329,1634846246,Personal care,Homecare agencies,Good,15/05/2021,0,
1-5858692341,1-101615228,The Annexe,Registered,16/10/2018,62 Madeira Road,Margate,CT9 2QQ,South East,Kent,East Thanet,51.3870429,1.3957105,1843227173,Personal care,Supported living,Good,14/11/2019,0,www.manor-care-homes-ltd.uk
1-5985450298,1-5469824261,Agincare Enable Supported Living (Medway),Registered,06/12/2018,Pattens Lane,Rochester,ME1 2QT,South East,Medway,Chatham and Aylesford,51.370042,0.513241,1634846543,Personal care,Homecare agencies; Supported living,Good,10/01/2020,0,www.agincare.com
1-5995861494,1-5964436917,Vitality Home Health Gravesham & Dartford,Registered,16/11/2018,50 The Grove,Gravesend,DA12 1DP,South East,Kent,Gravesham,51.4412366,0.3725813,1474240909,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,Good,22/11/2019,0,www.vitalityhomehealth.co.uk
1-597741634,1-586793554,Telegraph House,Registered,19/03/2013,97 Telegraph Road,Deal,CT14 9DF,South East,Kent,Dover and Deal,51.211071,1.392337,1304369031,Personal care,Supported living,Good,08/05/2019,0,
1-6003858710,1-101666232,Community Support Services,Registered,29/11/2018,Highland Farm,Ashford,TN26 3RJ,South East,Kent,Weald of Kent,51.0759003,0.7950401,1233861516,Personal care,Homecare agencies,Requires improvement,19/04/2023,0,www.c-o-t.org.uk
1-6018199673,1-101682980,Superior Healthcare,Registered,22/11/2018,"Gazette House, 5-8 Estuary View Business Park",Whitstable,CT5 3SE,South East,Kent,Canterbury,51.3406101,1.0119631,1227771133,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,Good,01/08/2023,0,www.superiorhealthcare.co.uk/
1-608368256,1-101721009,"Care at Home Services (South East) Limited – Canterbury, Herne Bay and Whitstable",Registered,09/03/2013,Kent Enterprise House,Herne Bay,CT6 7GQ,South East,Kent,Herne Bay and Sandwich,51.358725,1.131593,1277375706,Personal care,Homecare agencies,Requires improvement,24/06/2023,0,www.careathomeservices.co.uk
1-6088137470,1-5732820540,MRJ Care Ltd t/a MAUCARE Services,Registered,27/11/2018,56 Arthur Street,Gravesend,DA11 0PR,South East,Kent,Gravesham,51.4385103,0.3664109,1322466578,Personal care,Homecare agencies; Supported living,Good,03/12/2019,0,www.maucare.co.uk
1-6161327605,1-101669407,London Care (Rogallo Place),Registered,13/12/2018,Rogallo Place,Chatham,ME4 6FE,South East,Medway,Chatham and Aylesford,51.3552965,0.5094763,1634846528,Personal care,Homecare agencies,Requires improvement,19/12/2019,0,www.londoncare.co.uk
1-6274970784,1-101671690,Helping Hands Tunbridge Wells,Registered,10/01/2019,42 Monson Road,Tunbridge Wells,TN1 1LU,South East,Kent,Tunbridge Wells,51.133528,0.2644407,1892335234,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,Good,23/01/2020,0,www.helpinghands.co.uk
1-6291632382,1-101671690,Helping Hands Ramsgate,Registered,25/02/2019,7 York Street,Ramsgate,CT11 9DS,South East,Kent,East Thanet,51.3328635,1.4186547,1843267207,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,Good,26/02/2020,0,www.helpinghands.co.uk
1-629801401,1-101675406,New Horizons Broad Oak Limited,Registered,04/03/2013,Unit 3,Margate,CT9 4NN,South East,Kent,East Thanet,51.3642628,1.3903023,1843295680,Personal care,Homecare agencies,Good,15/10/2021,0,
1-6467591827,1-101671451,Care in Kent Limited,Registered,18/03/2019,"Unit 7, Evegate Business Park",Ashford,TN25 6SX,South East,Kent,Ashford,51.1133977,0.9542388,1233619530,Personal care,Homecare agencies; Supported living,Good,01/04/2020,0,www.careinkent.co.uk
1-6473140556,1-6399010850,MyLife (Kent),Registered,16/04/2019,Suite 1b,Canterbury,CT2 8AJ,South East,Kent,Canterbury,51.2822592,1.0725165,1227937780,Personal care,Homecare agencies,Good,30/06/2022,0,www.mylifehomecare.co.uk/locations/kent/
1-654944414,1-601118378,McNeil Homecare Limited,Registered,02/04/2013,"Cliffe House, Office J",Rochester,ME2 4DY,South East,Medway,Rochester and Strood,51.3973524,0.5164053,7505331676,Personal care,Homecare agencies; Supported living,Good,24/02/2018,0,www.mcneilhomecareltd.co.uk
1-6705512328,1-101669407,London Care (Atlas Place),Registered,11/04/2019,Atlas Place,Chatham,ME4 3AN,South East,Medway,Rochester and Strood,51.4070372,0.5362314,1634891877,Personal care,Homecare agencies,Requires improvement,02/12/2021,0,www.londoncare.co.uk
1-6725678743,1-6101300208,Everlasting Arms3327 Care Pvt Ltd,Registered,17/04/2019,Regus House,Dartford,DA2 6QD,South East,Kent,Dartford,51.455655,0.248784,1322322033,Personal care,Homecare agencies,Good,24/07/2021,0,www.everlastingarms3327.co.uk
1-6782068172,1-6515238824,Head Office,Registered,25/04/2019,16 Quincewood Gardens,Tonbridge,TN10 3LR,South East,Kent,Tonbridge,51.2196685,0.2754559,7725179645,Personal care,Homecare agencies,Good,05/01/2022,0,
1-6809927959,1-6376512337,Krystal Solutions Limited,Registered,30/04/2019,37 Coldharbour Lane,Sittingbourne,ME10 2RT,South East,Kent,Sittingbourne and Sheppey,51.3634579,0.7395572,7886545877,Personal care,Homecare agencies; Supported living,Requires improvement,26/04/2022,0,www.krystalsolutionsltd.co.uk
1-6852915315,1-5563356170,Gingerbread Office,Registered,28/06/2019,27a,Gravesend,DA11 9HU,South East,Kent,Gravesham,51.4430054,0.3319178,1474536501,Personal care,Supported living,Good,27/10/2021,0,www.kasbah.org.uk
1-685628104,1-663880974,No Place Like Home,Registered,01/06/2013,Syndale Park,Faversham,ME13 0RH,South East,Kent,Faversham and Mid Kent,51.312225,0.860066,1795597983,Personal care,Homecare agencies,Outstanding,05/04/2019,0,www.nplh.uk
1-693225980,1-102643104,HF Trust Hythe,Registered,30/04/2013,"Main Office,  Lympne Place",Hythe,CT21 4PA,South East,Kent,Folkestone and Hythe,51.074535,1.013638,1303260453,Personal care,Homecare agencies; Supported living,,,0,www.hft.org.uk/
1-7024077970,1-5928389591,St. Helens House,Registered,14/06/2019,21 St. Helens Road,Sheerness,ME12 2QY,South East,Kent,Sittingbourne and Sheppey,51.4357007,0.7689804,7882710854,Personal care; Accommodation for persons who require nursing or personal care,Residential homes; Homecare agencies; Supported living,Requires improvement,24/11/2022,4,www.otassupportedliving.com
1-7040195056,1-6586327050,Prepare4care Ltd,Registered,21/06/2019,119A High Street,Margate,CT9 1JT,South East,Kent,East Thanet,51.3861363,1.3816557,1843210257,Personal care,Homecare agencies,Good,17/11/2021,0,www.prepare4care.org
1-7060366080,1-6818958845,Bethal Manna Care Ltd,Registered,19/09/2019,7 Dartford Business Park,Dartford,DA1 5FS,South East,Kent,Dartford,51.4502786,0.2147113,7790581289,Personal care,Homecare agencies; Supported living,Good,21/12/2021,0,
1-7053043330,1-6805199083,Domiciliary Care Experts,Registered,20/06/2019,34 Canterbury Street,Gillingham,ME7 5TX,South East,Medway,Gillingham and Rainham,51.386774,0.5446396,1634581133,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,,,0,
1-7090612357,1-101671690,Helping Hands Folkestone,Registered,17/07/2019,"Unit 8, Town Walk",Folkestone,CT20 1DW,South East,Kent,Folkestone and Hythe,51.0791935,1.1790191,1303765223,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,Good,27/10/2021,0,www.helpinghands.co.uk
1-7193015011,1-6725655981,Expertise Homecare (South East Coast),Registered,16/07/2019,The Workshop 32-40,Folkestone,CT20 1JU,South East,Kent,Folkestone and Hythe,51.0810865,1.1840941,1303847442,Personal care,Homecare agencies,Requires improvement,26/11/2021,0,www.expertisehomecare.co.uk
1-7162474256,1-6709911640,Caremark Maidstone,Registered,11/07/2019,22 County Road,Maidstone,ME14 1XJ,South East,Kent,Maidstone and Malling,51.2785984,0.5260267,1622298345,Personal care,Homecare agencies,Good,26/08/2021,0,www.caremark.co.uk/locations/maidstone/contact-us
1-728298431,1-102643131,"Affinity Trust - Domiciliary Care Agency South East, Bedford and Northamptonshire",Registered,22/05/2013,Suite 2 & 3 Henwood Pavilion,Ashford,TN24 8DH,South East,Kent,Ashford,51.1487245,0.8823119,1233665324,Personal care,Homecare agencies,Good,25/01/2020,0,www.affinitytrust.org
1-7418955747,1-6785974869,"HCL (Holistic Care) Ltd, Registered Office",Registered,28/08/2019,"209, HQ Chatham Maritime Dockside, Unit 64 A B & C, Dockside Outlet Centre",Chatham,ME4 3ED,South East,Medway,Rochester and Strood,51.4009154,0.5341709,7939461684,Personal care,Homecare agencies; Supported living,,,0,www.hclservices.co.uk/
1-7445742052,1-101657904,Unity Care Solutions (Maidstone),Registered,03/09/2019,Unit 10,Maidstone,ME16 0LL,South East,Kent,Maidstone and Malling,51.2913614,0.5037914,3333661020,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,Good,22/09/2022,0,www.unitycaresolutions.co.uk
1-7452436596,1-6977737665,Futures for Shared Lives,Registered,04/09/2019,The Masters House,Maidstone,ME15 6YQ,South East,Kent,Maidstone and Malling,51.2700589,0.5217842,1622760600,Personal care,Community services - Mental Health; Shared lives,,,0,
1-7688730540,1-7278062117,Caremark (Dover),Registered,15/10/2019,"Betteshangar Sustainable Parks, Unit 7, Almond House",Deal,CT14 0EN,South East,Kent,Dover and Deal,51.2292869,1.3458512,1304892448,Personal care,Homecare agencies,Good,15/07/2021,0,www.caremark.co.uk/dover
1-7701653348,1-101655644,Avondalecare (Kent) Limited,Registered,18/10/2019,Station House,Westgate-on-sea,CT8 8QY,South East,Kent,Herne Bay and Sandwich,51.3813893,1.3386286,1843606511,Personal care,Homecare agencies; Supported living,Good,29/06/2023,0,www.avondalecare.co.uk
1-7760872086,1-101693325,Kent PBS Service,Registered,13/12/2019,Kestrel & Knightrider House,Maidstone,ME15 6LU,South East,Kent,Maidstone and Malling,51.2705902,0.5240351,,Personal care,Community services - Healthcare; Homecare agencies; Community services - Learning disabilities; Community services - Mental Health; Supported living; Community services - Substance abuse,,,0,www.homegroup.org.uk
1-7826432041,1-7227579216,Azure Care,Registered,08/11/2019,The Joinery Workshop,Chatham,ME4 4TZ,South East,Medway,Rochester and Strood,51.3950364,0.5283774,1634968300,Personal care,Homecare agencies,,,0,www.azurecare.co.uk
1-7882444177,1-131475251,Beeches Homecare Services (Kent),Registered,21/11/2019,1st Floor,Whitstable,CT5 1DB,South East,Kent,Canterbury,51.3566497,1.0246296,1227517840,Personal care,Homecare agencies,Good,04/12/2021,0,www.beecheshomecarekent.co.uk
1-791849093,1-101639228,Independent Care and Support Limited,Registered,08/07/2013,"Unit F1, Knights Park Industrial Estate",Rochester,ME2 2LS,South East,Medway,Rochester and Strood,51.390438,0.487621,1634730004,Personal care,Homecare agencies,Requires improvement,24/05/2023,0,www.independent-care.co.uk
1-7945041976,1-6775655114,Lighthouse PVT Ltd,Registered,04/12/2019,69 Maidstone Road,Chatham,ME4 6DP,South East,Medway,Chatham and Aylesford,51.3735518,0.5215231,3330151454,Personal care,Homecare agencies,,,0,
1-7985016750,1-7156776725,Serene Home Care Limited,Registered,11/12/2019,259 Old Road West,Gravesend,DA11 0LU,South East,Kent,Gravesham,51.4358177,0.3539743,,Personal care,Homecare agencies,,,0,
1-8061601793,1-7060236073,Cathrolls' UK Limited,Registered,17/02/2020,"Unit 2, Tannery Court Business Centre",Rochester,ME2 2JH,South East,Medway,Rochester and Strood,51.3929647,0.4913788,1634753252,Personal care,Homecare agencies,,,0,www.cathrollscare.co.uk
1-8134636039,1-6911952040,Best2 Care Ltd – Gravesend Office,Registered,03/01/2020,Office 9 Longferry House,Gravesend,DA11 0BH,South East,Kent,Gravesham,51.4445691,0.3694107,1474632888,Personal care,Homecare agencies,,,0,
1-8174579539,1-7566470444,Your Care,Registered,17/01/2020,166 High Street,Herne Bay,CT6 5AJ,South East,Kent,Herne Bay and Sandwich,51.3712835,1.1297059,1227230888,Personal care,Homecare agencies,Good,30/06/2022,0,www.yourcare-yourhome.co.uk
1-835246962,1-101696436,Wave Hill,Registered,24/07/2013,5 Salisbury Road,Dover,CT15 6DL,South East,Kent,Dover and Deal,51.1525156,1.3816153,7740512943,Personal care,Homecare agencies,Good,25/07/2019,0,
1-8373713405,1-7740560999,Beersheba Social Care Services Limited,Registered,11/03/2020,G37 Crown House,Dartford,DA1 1DZ,South East,Kent,Dartford,51.4459676,0.2201717,7422666759,Personal care,Homecare agencies,,,0,www.beershebacare.com
1-8519277696,1-7933370437,Confident Care 24/7,Registered,11/03/2020,98A Broad Street,Canterbury,CT1 2LU,South East,Kent,Canterbury,51.281098,1.085189,1227763450,Personal care,Homecare agencies; Supported living,,,0,www.confidentcare24.com
1-8817429525,1-8361373557,Vitality Home Health (Sevenoaks),Registered,30/04/2020,"The Crown, 10 High Street",Sevenoaks,TN14 5PQ,South East,Kent,Sevenoaks,51.3129986,0.1902838,1732755582,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,Good,21/10/2021,0,www.vitalityhomehealth.co.uk
1-8900072505,1-177568286,Austen Allen Homecare Ltd T/A Austen Allen Homecare,Registered,15/05/2020,15a,Rochester,ME2 4AB,South East,Medway,Rochester and Strood,51.3939708,0.4978194,,Personal care,Homecare agencies,Good,20/04/2022,0,
1-8906225702,1-5064059060,MC Care,Registered,18/05/2020,"Unit 2, Concord House",Dartford,DA1 1UP,South East,Kent,Dartford,51.4447843,0.2218554,,Personal care,Homecare agencies,Good,04/11/2022,0,
1-8938884643,1-8617800520,CaringHeart Homecare LTD,Registered,24/01/2024,1 James Smith Court,Dartford,DA1 5XF,South East,Kent,Dartford,51.4492117,0.2184425,7908530056,Personal care,Homecare agencies,,,0,
1-8946175856,1-8378585632,Better Lives Supported Living LTD,Registered,08/02/2021,4 Smallhythe Close,Maidstone,ME15 8JJ,South East,Kent,Faversham and Mid Kent,51.2640025,0.5730354,7931345958,Personal care,Supported living,Good,18/05/2022,0,
1-9073911497,1-101721009,Beech Tree Total Care – Dover and Hythe,Registered,23/06/2020,43 High Street,Hythe,CT21 5AD,South East,Kent,Folkestone and Hythe,51.0715561,1.0827496,1303255452,Personal care,Homecare agencies,Good,21/04/2022,0,www.beechtreetotalcare.co.uk
1-9104134215,1-8823279735,Kaplan Care Dartford,Registered,15/07/2020,The Hill Hub,Dartford,DA1 2JH,South East,Kent,Dartford,51.4446441,0.2122573,7301288822,Personal care,Homecare agencies,,,0,www.kaplancare.org
1-9192207356,1-9048931214,Dependable Homecare LTD,Registered,21/08/2020,"118 Ellingham Industrial Centre, Ellingham Way",Ashford,TN23 6LZ,South East,Kent,Ashford,51.1289072,0.8640463,1233801747,Personal care,Homecare agencies,Requires improvement,23/08/2022,0,www.dependablehomecare.co.uk
1-9304774101,1-101721009,"Care at Home Services (South East) Limited – Tonbridge, Tunbridge Wells and South West Kent",Registered,06/08/2020,Unit A,Tunbridge Wells,TN2 3FX,South East,Kent,Tunbridge Wells,51.153872,0.2936317,1892510844,Personal care,Homecare agencies,Good,18/06/2022,0,
1-9360614963,1-8971217278,Galilee Care,Registered,12/08/2020,Unit 18,Chatham,ME5 7DX,South East,Medway,Chatham and Aylesford,51.3642093,0.5461312,7450289692,Personal care,Homecare agencies,,,0,www.galileecare.co.uk
1-947968241,1-904618857,ApproCare,Registered,01/10/2013,"Office 6, Kent House",Sheerness,ME12 1TA,South East,Kent,Sittingbourne and Sheppey,51.441805,0.750922,1795663824,Personal care,Homecare agencies,Requires improvement,01/08/2023,0,www.approcare.co.uk
1-9506139093,1-8774517355,Jasper Conrad Group Ltd,Registered,07/09/2020,69 Monarch Drive,Sittingbourne,ME10 2GR,South East,Kent,Sittingbourne and Sheppey,51.3648364,0.7401454,7368310618,Personal care,Homecare agencies; Supported living,Good,28/04/2022,0,
1-9511584804,1-8277156855,Daisy Care Services,Registered,09/09/2020,New Marlborough House,Rochester,ME2 4QW,South East,Medway,Rochester and Strood,51.3935696,0.5165212,,Personal care,Homecare agencies,Requires improvement,06/09/2022,0,
1-9560836695,1-8780561220,Conscience Care Limited,Registered,17/09/2020,18 Waterstone Way,Greenhithe,DA9 9TU,South East,Kent,Dartford,51.4444065,0.275718,1322314741,Personal care,Homecare agencies; Supported living,Good,13/07/2023,0,
1-9580391323,1-6192052130,Royalcare Ashford,Registered,13/11/2020,Suite32 Williamson House,Ashford,TN23 6LW,South East,Kent,Ashford,51.1326587,0.8667658,1233510131,Personal care,Homecare agencies,Requires improvement,15/07/2022,0,www.royalcare24.co.uk
1-9580586855,1-9036312015,Serenity Supported Living,Registered,25/09/2020,Regus House,Dartford,DA2 6QD,South East,Kent,Dartford,51.455655,0.248784,,Personal care,Supported living,,,0,
1-9617311939,1-8419106463,Livingstone Care Office - Innovation House,Registered,30/09/2020,"Office 31, Floor 1, Innovation House",Sandwich,CT13 9FF,South East,Kent,Herne Bay and Sandwich,51.2877555,1.3443824,7769853836,Personal care,Homecare agencies,Requires improvement,21/10/2023,0,
1-9665521940,1-102642930,NAS Community Services (Kent),Registered,07/10/2020,22-24,Gravesend,DA11 0DN,South East,Kent,Gravesham,51.4433235,0.3690055,1474535057,Personal care,Supported living,Good,08/06/2022,0,www.autism.org.uk
1-9721798311,1-8976830010,Sambhana Care Ltd,Registered,23/10/2020,Unit 12,Chatham,ME5 7DX,South East,Medway,Chatham and Aylesford,51.3642093,0.5461312,7851035934,Personal care,Homecare agencies; Supported living,,,0,
1-9749225981,1-710829848,MidCo Care Kent,Registered,27/10/2020,"Level 1, Oakhurst House",Tunbridge Wells,TN4 8BS,South East,Kent,Tunbridge Wells,51.1323348,0.254907,1732795199,Personal care,Homecare agencies,Good,10/05/2022,0,
1-9829482322,1-9226393522,Rusko Care Ltd,Registered,10/11/2020,24 Bifrons Road,Canterbury,CT4 5DE,South East,Kent,Canterbury,51.2570705,1.1357478,1227830755,"Personal care; Treatment of disease, disorder or injury",Homecare agencies; Supported living,Good,21/05/2022,0,www.ruskocare.co.uk
1-9838801116,1-9156191215,Avengers Prime Care,Registered,11/11/2020,22 Chaplin Drive,Ashford,TN27 9TN,South East,Kent,Weald of Kent,51.1683507,0.6253304,,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,,,0,www.avengersprimecare.co.uk
1-990223635,1-315809199,The Garden of Kent Homecare LTD  t/a The Garden of England Homecare,Registered,11/10/2013,Memory Lane House,Maidstone,ME15 6SX,South East,Kent,Maidstone and Malling,51.2679729,0.5224889,1622674733,Personal care,Homecare agencies,Good,04/01/2019,0,www.goedaycare.co.uk
1-9944023918,1-8805492948,Tendi Care,Registered,27/11/2020,10 Hengist Drive,Aylesford,ME20 7FF,South East,Kent,Maidstone and Malling,51.3006916,0.4728265,1795432645,Personal care,Homecare agencies; Shared lives; Supported living,Good,10/01/2023,0,www.tendicare.co.uk
